Taille image;Nombre de points;Cycles scalaire;Cycles SIMD naif;Cycles SIMD opti;Cycles SIMD fusion;
1758x1758;3090564;118601034;6751713;3515823;4067542;
1759x1759;3094081;118337062;6765368;3518644;4120073;
1760x1760;3097600;118855884;6822286;3588028;4067008;
1761x1761;3101121;119239170;6777398;3509718;4308522;
1762x1762;3104644;119449185;6766433;3515012;4061936;
1763x1763;3108169;118578920;6782464;3513739;4069296;
1764x1764;3111696;119430358;6806757;3565303;4068363;
1765x1765;3115225;117836553;6859262;3571180;4084554;
1766x1766;3118756;119675519;6831438;3600312;4085432;
1767x1767;3122289;120023420;6844812;3536080;4076684;
1768x1768;3125824;120440186;6794430;3636535;4075512;
1769x1769;3129361;119094217;6872554;3528401;4087907;
1770x1770;3132900;120475703;6807720;3534234;4081290;
1771x1771;3136441;119685192;6807146;3535059;4112296;
1772x1772;3139984;120623163;6816428;3568395;4098180;
1773x1773;3143529;120580366;6962760;3584816;4116208;
1774x1774;3147076;120245116;6821780;3631072;4220640;
1775x1775;3150625;121748783;6858757;3541437;4116092;
1776x1776;3154176;120651009;6813522;3807642;4096358;
1777x1777;3157729;121755946;6826032;3640395;4107261;
1778x1778;3161284;121861841;6833334;3614759;4099009;
1779x1779;3164841;120999440;6864875;3551284;4106774;
1780x1780;3168400;121836914;6887082;3617172;4168616;
1781x1781;3171961;121352960;6877629;3627907;4135869;
1782x1782;3175524;121332778;6971014;3566209;4119724;
1783x1783;3179089;122149128;6851136;3573792;4178130;
1784x1784;3182656;120220132;6848131;3557767;4118876;
1785x1785;3186225;122529602;6897662;3646470;4115780;
1786x1786;3189796;122320330;6860486;3614633;4164415;
1787x1787;3193369;122357980;6874243;3567361;4120772;
1788x1788;3196944;121885352;6871166;3628390;4126148;
1789x1789;3200521;122907809;6878426;3652837;4169544;
1790x1790;3204100;122979300;6878836;3567676;4191244;
1791x1791;3207681;122602656;6930120;3636264;4133992;
1792x1792;3211264;122817526;6895804;3571685;4134872;
1793x1793;3214849;121812500;7468786;3886106;4573797;
1794x1794;3218436;123890116;7556622;3889330;4491116;
1795x1795;3222025;122946510;7436684;3870408;4559416;
1796x1796;3225616;122395202;7434106;3938354;4559584;
1797x1797;3229209;122199988;7493485;3881335;4603604;
1798x1798;3232804;123539474;7450733;3897001;4649424;
1799x1799;3236401;125033515;7436562;3887115;4551146;
1800x1800;3240000;124856630;7461652;3911335;4517396;
1801x1801;3243601;124385962;7437221;3898774;4563105;
1802x1802;3247204;123856112;7435827;3930754;4574146;
1803x1803;3250809;124852230;7445989;3929408;4560752;
1804x1804;3254416;123473266;7449111;3891481;4566192;
1805x1805;3258025;123103884;7504778;3905820;4575990;
1806x1806;3261636;124068920;7556313;3917600;4621562;
1807x1807;3265249;125422058;7456076;3912360;4556429;
1808x1808;3268864;125695227;7501590;3904397;4582003;
1809x1809;3272481;124797420;7465236;3907382;4648926;
1810x1810;3276100;124491305;7484113;3899342;4635615;
1811x1811;3279721;126192814;7473394;3917596;4610684;
1812x1812;3283344;125078656;7482282;3905669;4680119;
1813x1813;3286969;126191786;7518422;3918025;4671626;
1814x1814;3290596;125115737;7484612;3917960;4701857;
1815x1815;3294225;125808306;7539134;3940858;4632629;
1816x1816;3297856;126893656;7495950;3942318;4663844;
1817x1817;3301489;126062146;7587603;3962070;4583000;
1818x1818;3305124;125507996;7501556;3925532;4775976;
1819x1819;3308761;126670916;7510158;3924154;4559482;
1820x1820;3312400;126628319;7512131;3926773;4772462;
1821x1821;3316041;127526006;7514361;3979302;4699002;
1822x1822;3319684;127305452;7532982;3924568;4650234;
1823x1823;3323329;127873844;7534218;3955918;4722434;
1824x1824;3326976;125893314;7536396;3975516;4649138;
1825x1825;3330625;127228763;7600609;3934378;4689236;
1826x1826;3334276;125872824;7539832;3935574;4661828;
1827x1827;3337929;126707033;7550110;3988536;4663793;
1828x1828;3341584;126744800;7555048;3948710;4677240;
1829x1829;3345241;127947049;7621790;3973218;4726178;
1830x1830;3348900;127159678;7564496;4063984;4683110;
1831x1831;3352561;128029827;7608388;3957252;4593034;
1832x1832;3356224;127873219;7561240;3969370;4733976;
1833x1833;3359889;128469316;7639934;3960234;4721412;
1834x1834;3363556;129124798;7581346;3957304;4677233;
1835x1835;3367225;129382168;7894204;3963154;4636358;
1836x1836;3370896;130161936;7591160;3975948;4817653;
1837x1837;3374569;130093998;7591489;3988652;4756114;
1838x1838;3378244;129503854;7659966;3983184;4676163;
1839x1839;3381921;129141683;7670624;3999760;4718668;
1840x1840;3385600;129579436;7596892;4020632;4695198;
1841x1841;3389281;129727690;7602115;3970089;4656714;
1842x1842;3392964;128365064;7739570;3978812;4782188;
1843x1843;3396649;128658352;7611144;4011758;4784828;
1844x1844;3400336;130396746;7628020;4083530;4744006;
1845x1845;3404025;130990164;7632016;3976955;4645118;
1846x1846;3407716;130769766;7671532;3972098;4628398;
1847x1847;3411409;132136198;7626004;3991814;4728926;
1848x1848;3415104;131771964;7730090;4000339;4742152;
1849x1849;3418801;130836602;7637949;4020532;4774218;
1850x1850;3422500;132505148;7640813;4013410;4811540;
1851x1851;3426201;130449385;8150400;4040123;4675564;
1852x1852;3429904;132294308;7655604;4063214;4682146;
1853x1853;3433609;130875422;7794656;3993166;4840270;
1854x1854;3437316;132646248;7653349;4014434;4712131;
1855x1855;3441025;131782924;7678746;4020199;4709079;
1856x1856;3444736;132278656;7997556;4005244;4727666;
1857x1857;3448449;131691276;7759934;4023514;4675725;
1858x1858;3452164;131394305;7629390;3988352;4674140;
1859x1859;3455881;132624180;7693862;4001052;4746976;
1860x1860;3459600;131596212;7661986;4026154;4718124;
1861x1861;3463321;132240888;7646695;4022407;4848276;
1862x1862;3467044;132528390;7648517;4048626;4781180;
1863x1863;3470769;133760094;7800482;4043978;4728966;
1864x1864;3474496;134326144;7703882;4017993;4713038;
1865x1865;3478225;134078476;7666300;4007064;4676872;
1866x1866;3481956;133618264;7753628;4026908;4756856;
1867x1867;3485689;134036853;7664148;4092424;4712830;
1868x1868;3489424;133962608;7917443;4020286;4734154;
1869x1869;3493161;134456413;7725693;4024226;4711388;
1870x1870;3496900;133394881;7727941;4016006;4742383;
1871x1871;3500641;134562562;7678883;4017497;4729164;
1872x1872;3504384;134162316;7685634;4045968;4695316;
1873x1873;3508129;134477344;7754119;4075896;4680751;
1874x1874;3511876;134006974;7836194;4029018;4771562;
1875x1875;3515625;134464512;7760723;4076857;4780752;
1876x1876;3519376;134342573;7745432;4041616;4814690;
1877x1877;3523129;134859705;7713098;4167566;4688826;
1878x1878;3526884;134091872;7715182;4052213;4807274;
1879x1879;3530641;135771610;7858600;4099171;4695248;
1880x1880;3534400;134539393;7856838;4159653;4838224;
1881x1881;3538161;135965270;7721330;4120605;4836984;
1882x1882;3541924;135634173;7730228;4044366;4706198;
1883x1883;3545689;136214954;7782300;4098056;4776105;
1884x1884;3549456;135605102;7735682;4117512;4757904;
1885x1885;3553225;136502192;7742302;4177876;4823420;
1886x1886;3556996;135139814;7948120;4088621;4714295;
1887x1887;3560769;137079978;7747454;4053003;4882706;
1888x1888;3564544;136856646;7808649;4052138;4768287;
1889x1889;3568321;137179436;7752936;4054970;4786746;
1890x1890;3572100;136170746;7785714;4059514;4781504;
1891x1891;3575881;135596843;7761837;4134063;4941089;
1892x1892;3579664;137996674;7774980;4061941;4809462;
1893x1893;3583449;137028258;7830278;4075086;4730988;
1894x1894;3587236;137984424;7791263;4083098;4889781;
1895x1895;3591025;138259779;7796564;4109648;4805976;
1896x1896;3594816;137985704;7834246;4100172;4898912;
1897x1897;3598609;138823081;7882966;4077683;4823148;
1898x1898;3602404;137477932;7794032;4082360;4811392;
1899x1899;3606201;137617200;8032946;4113804;4847389;
1900x1900;3610000;138205028;7800629;4100266;4752408;
1901x1901;3613801;136721990;7929553;4122665;4839985;
1902x1902;3617604;136528513;7868055;4151351;4852123;
1903x1903;3621409;138633370;7818460;4127306;4939218;
1904x1904;3625216;139508148;7849873;4103650;4948600;
1905x1905;3629025;138358740;7921430;4150038;4813160;
1906x1906;3632836;139128819;7831349;4190204;5085909;
1907x1907;3636649;138627326;7882630;4107516;4847959;
1908x1908;3640464;138124464;7834298;4106846;4838297;
1909x1909;3644281;140321754;7837268;4107196;4771670;
1910x1910;3648100;139503297;7932281;4133821;4939424;
1911x1911;3651921;139274577;7866718;4102408;4811579;
1912x1912;3655744;140437032;7846091;4236098;4780504;
1913x1913;3659569;140918340;7852726;4115694;4825667;
1914x1914;3663396;138818644;7900102;4109518;4839635;
1915x1915;3667225;139932812;8028878;4119388;4925312;
1916x1916;3671056;141161540;7869471;4125302;4928014;
1917x1917;3674889;140234772;7993746;4124863;4954470;
1918x1918;3678724;140687177;7928128;4137648;4869208;
1919x1919;3682561;141202894;7878674;4132196;4882528;
1920x1920;3686400;140402843;7919699;4132178;4846418;
1921x1921;3690241;141712685;8484043;4522300;5270174;
1922x1922;3694084;142010322;8493403;4440024;5166988;
1923x1923;3697929;141894312;8465215;4446880;5239478;
1924x1924;3701776;141817804;8628457;4455582;5245094;
1925x1925;3705625;142126608;8489678;4527218;5188144;
1926x1926;3709476;142514883;8516880;4477308;5291138;
1927x1927;3713329;144218880;8923150;4477186;5260638;
1928x1928;3717184;141992890;8560442;4471289;5300690;
1929x1929;3721041;141914136;8597880;4462195;5229956;
1930x1930;3724900;142758385;8520762;4471802;5234697;
1931x1931;3728761;142462438;8506586;4518709;5392244;
1932x1932;3732624;143577514;8492135;4511996;5287307;
1933x1933;3736489;143626356;8821560;4466788;5212751;
1934x1934;3740356;142798172;8649384;4473350;5349616;
1935x1935;3744225;143923260;8684110;4535130;5233306;
1936x1936;3748096;145245806;8574867;4572165;5364981;
1937x1937;3751969;144164510;8537042;4517620;5389179;
1938x1938;3755844;142976768;8562112;4487934;5225965;
1939x1939;3759721;143977452;8714042;4492594;5229214;
1940x1940;3763600;144508771;8528064;4492225;5214664;
1941x1941;3767481;144130298;8529383;4492712;5225527;
1942x1942;3771364;144060367;8672079;4485430;5243815;
1943x1943;3775249;144199876;8598322;4497190;5259277;
1944x1944;3779136;144835616;8660008;4537570;5323486;
1945x1945;3783025;145645584;8573498;4563496;5334120;
1946x1946;3786916;145135116;8715264;4502553;5245686;
1947x1947;3790809;145765314;8796943;4530016;5282444;
1948x1948;3794704;145386674;8840464;4526903;5282418;
1949x1949;3798601;144892330;8574922;4507708;5257202;
1950x1950;3802500;144998596;8564591;4509306;5357570;
1951x1951;3806401;143837614;8718890;4520004;5291149;
1952x1952;3810304;145284458;8586328;4534910;5250674;
1953x1953;3814209;147199395;8859343;4514986;5276265;
1954x1954;3818116;146446990;8623862;4514513;5303091;
1955x1955;3822025;145359194;8728374;4528554;5301832;
1956x1956;3825936;145781781;8664710;4520414;5322156;
1957x1957;3829849;146339314;8620778;4531494;5275309;
1958x1958;3833764;146586464;8943738;4540490;5445648;
1959x1959;3837681;146719878;8678793;4583084;5304094;
1960x1960;3841600;146830320;8672421;4561412;5370035;
1961x1961;3845521;147889300;8629108;4540454;5384568;
1962x1962;3849444;147102987;8672236;4538009;5288822;
1963x1963;3853369;148245176;8810988;4530780;5296179;
1964x1964;3857296;148081989;8629866;4554474;5327622;
1965x1965;3861225;148242190;8647955;4621608;5360734;
1966x1966;3865156;148035740;8657439;4556206;5749732;
1967x1967;3869089;149460770;8713120;4638834;5379662;
1968x1968;3873024;148287284;8768716;4556193;5404130;
1969x1969;3876961;148797633;8707617;4561183;5312078;
1970x1970;3880900;149373357;8667068;4572830;5495926;
1971x1971;3884841;149425854;8692122;4569800;5321062;
1972x1972;3888784;149593968;8689033;4562656;5421384;
1973x1973;3892729;149253505;8868381;4573363;5322362;
1974x1974;3896676;148994408;8673534;4575568;5327318;
1975x1975;3900625;149618070;8702569;4569721;5369292;
1976x1976;3904576;149283290;8787212;4585193;5510190;
1977x1977;3908529;150153444;8744134;4563757;5416842;
1978x1978;3912484;149855946;8754176;4569590;5386810;
1979x1979;3916441;150528226;8713860;4560066;5385414;
1980x1980;3920400;150608091;8709630;4575504;5355488;
1981x1981;3924361;150599077;8723988;4584172;5330823;
1982x1982;3928324;148218113;8858018;4573301;5349723;
1983x1983;3932289;151465997;8720349;4580422;5370886;
1984x1984;3936256;150052683;8859122;4708834;5502896;
1985x1985;3940225;149414694;8779666;4588086;5326042;
1986x1986;3944196;150020470;8686692;4705043;5396354;
1987x1987;3948169;151077617;8721642;4624002;5420444;
1988x1988;3952144;150447152;8815898;4608902;5366386;
1989x1989;3956121;150512829;8775607;4603862;5481841;
1990x1990;3960100;152071990;8756632;4590035;5385306;
1991x1991;3964081;151735116;8704360;4589859;5508910;
1992x1992;3968064;149463444;8708017;4589796;5405384;
1993x1993;3972049;153668084;8709702;4586438;5387464;
1994x1994;3976036;153076045;9018796;4605222;5374688;
1995x1995;3980025;151750927;8885510;4609495;5374874;
1996x1996;3984016;152800169;8743612;4587844;5384788;
1997x1997;3988009;152296914;8749058;4592757;5389096;
1998x1998;3992004;152858332;8857309;4611499;5403666;
1999x1999;3996001;153818520;9268257;4888952;5875796;
2000x2000;4000000;166666161;9501797;4730422;5646023;
